customer_id,date,year,month,total_deposits,total_purchases,bills_amount,net_flow
pyme_01,1991-12-01,1991,12,1420327.33,603510.99,25213.2,791603.14
pyme_01,1992-01-01,1992,1,970252.13,430721.45,24105.59,515425.09
pyme_01,1992-02-01,1992,2,1019874.34,446858.11,23399.49,549616.75
pyme_01,1992-03-01,1992,3,1120386.2,489647.0,22875.12,607864.07
pyme_01,1992-04-01,1992,4,1039467.44,471901.6,22421.59,545144.25
pyme_01,1992-05-01,1992,5,1117409.0,501745.09,22453.0,593210.92
pyme_01,1992-06-01,1992,6,1073476.5,481565.03,22057.34,569854.14
pyme_01,1992-07-01,1992,7,1136966.88,511936.43,23607.05,601423.4
pyme_01,1992-08-01,1992,8,969356.42,440011.05,23873.62,505471.76
pyme_01,1992-09-01,1992,9,887552.19,360035.24,23076.0,504440.96
pyme_01,1992-10-01,1992,10,1276469.64,557236.36,22927.59,696305.69
pyme_01,1992-11-01,1992,11,988468.14,399706.13,23220.67,565541.34
pyme_01,1992-12-01,1992,12,1183501.6,525050.8,24552.05,633898.75
pyme_01,1993-01-01,1993,1,1030610.51,456478.76,25020.24,549111.51
pyme_01,1993-02-01,1993,2,850421.11,392494.66,22033.49,435892.95
pyme_01,1993-03-01,1993,3,903726.45,419372.31,23170.01,461184.13
pyme_01,1993-04-01,1993,4,752254.34,335953.8,23706.86,392593.68
pyme_01,1993-05-01,1993,5,910095.29,395105.46,23561.16,491428.66
pyme_01,1993-06-01,1993,6,989185.57,446716.14,23486.7,518982.73
pyme_01,1993-07-01,1993,7,1155549.62,501101.86,23312.06,631135.7
pyme_01,1993-08-01,1993,8,1097155.89,486016.08,23246.12,587893.69
pyme_01,1993-09-01,1993,9,951141.44,437979.02,23091.29,490071.13
pyme_01,1993-10-01,1993,10,953598.61,413021.73,22323.94,518252.94
pyme_01,1993-11-01,1993,11,865428.24,395742.63,23425.27,446260.33
pyme_01,1993-12-01,1993,12,1187744.03,540431.2,23477.34,623835.49
pyme_01,1994-01-01,1994,1,888427.57,378544.6,23250.77,486632.19
pyme_01,1994-02-01,1994,2,869806.76,400337.56,22818.78,446650.43
pyme_01,1994-03-01,1994,3,843458.76,384095.52,22641.29,436721.95
pyme_01,1994-04-01,1994,4,825996.25,367410.54,22809.49,435776.23
pyme_01,1994-05-01,1994,5,986825.79,423836.12,22754.76,540234.91
pyme_01,1994-06-01,1994,6,953519.64,407894.34,22312.03,523313.26
pyme_01,1994-07-01,1994,7,1007500.3,436726.58,22955.92,547817.8
pyme_01,1994-08-01,1994,8,943061.91,426846.48,22461.04,493754.4
pyme_01,1994-09-01,1994,9,804583.63,342808.17,23330.23,438445.22
pyme_01,1994-10-01,1994,10,908022.16,409296.07,22433.47,476292.63
pyme_01,1994-11-01,1994,11,946812.29,398606.82,23911.59,524293.88
pyme_01,1994-12-01,1994,12,1606036.83,705671.23,24275.08,876090.52
pyme_01,1995-01-01,1995,1,986280.72,438841.46,22761.09,524678.17
pyme_01,1995-02-01,1995,2,850914.47,413825.92,21920.57,415167.98
pyme_01,1995-03-01,1995,3,926135.6,387677.25,23700.76,514757.59
pyme_01,1995-04-01,1995,4,682578.7,320188.86,21923.98,340465.86
pyme_01,1995-05-01,1995,5,690239.22,307610.67,21793.72,360834.84
pyme_01,1995-06-01,1995,6,617632.83,278113.17,22083.67,317435.99
pyme_01,1995-07-01,1995,7,792605.02,352788.46,20546.52,419270.03
pyme_01,1995-08-01,1995,8,729388.01,328868.97,22021.96,378497.08
pyme_01,1995-09-01,1995,9,748343.0,329480.09,23107.29,395755.62
pyme_01,1995-10-01,1995,10,691552.14,324178.04,22026.08,345348.02
pyme_01,1995-11-01,1995,11,833297.02,362412.63,22312.36,448572.03
pyme_01,1995-12-01,1995,12,1118947.35,518146.64,24161.6,576639.11
pyme_01,1996-01-01,1996,1,743150.74,320732.39,22660.82,399757.53
pyme_01,1996-02-01,1996,2,712097.33,314700.84,20355.39,377041.09
pyme_01,1996-03-01,1996,3,723291.52,306681.05,20831.72,395778.76
pyme_01,1996-04-01,1996,4,673088.15,303607.11,21726.28,347754.77
pyme_01,1996-05-01,1996,5,766327.81,359109.35,21526.17,385692.29
pyme_01,1996-06-01,1996,6,654995.34,289266.94,22658.96,343069.43
pyme_01,1996-07-01,1996,7,672549.79,295595.04,21813.14,355141.6
pyme_01,1996-08-01,1996,8,721329.6,305303.97,20770.77,395254.86
pyme_01,1996-09-01,1996,9,726423.7,318856.23,20924.54,386642.93
pyme_01,1996-10-01,1996,10,797882.1,330944.21,20242.19,446695.7
pyme_01,1996-11-01,1996,11,805092.55,343634.86,22165.8,439291.89
pyme_01,1996-12-01,1996,12,1134612.97,507196.39,23717.11,603699.47
pyme_01,1997-01-01,1997,1,883007.39,411813.36,21928.0,449266.03
pyme_01,1997-02-01,1997,2,727169.34,358336.22,22462.36,346370.75
pyme_01,1997-03-01,1997,3,704001.7,304557.1,22782.82,376661.78
pyme_01,1997-04-01,1997,4,860033.12,402870.91,22012.42,435149.79
pyme_01,1997-05-01,1997,5,918390.41,410816.37,20887.85,486686.18
pyme_01,1997-06-01,1997,6,848555.95,373638.45,22541.08,452376.42
pyme_01,1997-07-01,1997,7,844751.58,380702.88,22844.37,441204.33
pyme_01,1997-08-01,1997,8,826287.59,366954.31,22754.2,436579.08
pyme_01,1997-09-01,1997,9,724310.03,322288.3,22899.58,379122.15
pyme_01,1997-10-01,1997,10,880645.1,383756.17,21798.01,475090.92
pyme_01,1997-11-01,1997,11,954975.94,399397.84,24152.03,531426.08
pyme_01,1997-12-01,1997,12,1355835.91,563552.67,23715.68,768567.55
pyme_01,1998-01-01,1998,1,863224.32,392403.13,23002.54,447818.66
pyme_01,1998-02-01,1998,2,795504.5,348510.26,21000.07,425994.18
pyme_01,1998-03-01,1998,3,851034.3,368021.32,21874.25,461138.72
pyme_01,1998-04-01,1998,4,806961.97,357608.06,23297.44,426056.47
pyme_01,1998-05-01,1998,5,881019.58,402704.46,22509.14,455805.98
pyme_01,1998-06-01,1998,6,830095.21,370387.57,23151.05,436556.59
pyme_01,1998-07-01,1998,7,867437.21,374192.86,22884.42,470359.93
pyme_01,1998-08-01,1998,8,929941.28,432174.29,22882.84,474884.16
pyme_01,1998-09-01,1998,9,794078.88,374000.17,23378.14,396700.56
pyme_01,1998-10-01,1998,10,932312.06,421187.29,22468.72,488656.05
pyme_01,1998-11-01,1998,11,923058.01,424843.22,21552.7,476662.08
pyme_01,1998-12-01,1998,12,1412654.29,656899.08,23822.55,731932.66
pyme_01,1999-01-01,1999,1,777215.95,359872.99,22857.97,394484.99
pyme_01,1999-02-01,1999,2,762797.01,346221.92,22312.13,394262.97
pyme_01,1999-03-01,1999,3,813410.51,368967.57,21756.8,422686.15
pyme_01,1999-04-01,1999,4,735293.86,332508.17,21826.68,380959.01
pyme_01,1999-05-01,1999,5,798933.08,338394.4,22341.51,438197.17
pyme_01,1999-06-01,1999,6,835344.1,380432.17,22727.85,432184.08
pyme_01,1999-07-01,1999,7,927938.18,388785.36,21998.09,517154.73
pyme_01,1999-08-01,1999,8,883150.51,378803.07,22458.93,481888.52
pyme_01,1999-09-01,1999,9,832611.19,388081.86,22195.89,422333.44
pyme_01,1999-10-01,1999,10,829758.32,379939.38,23440.7,426378.24
pyme_01,1999-11-01,1999,11,932340.48,437603.04,23760.4,470977.04
pyme_01,1999-12-01,1999,12,1348096.45,590720.67,24655.73,732720.05
pyme_01,2000-01-01,2000,1,957785.59,404745.68,22699.79,530340.13
pyme_01,2000-02-01,2000,2,961134.27,421690.21,22828.62,516615.44
pyme_01,2000-03-01,2000,3,907867.24,403829.18,22329.69,481708.37
pyme_01,2000-04-01,2000,4,844935.05,375491.26,22005.41,447438.38
pyme_01,2000-05-01,2000,5,993819.87,460229.8,22625.37,510964.69
pyme_01,2000-06-01,2000,6,984054.12,429639.08,22847.85,531567.18
pyme_01,2000-07-01,2000,7,952168.62,427753.11,22585.54,501829.98
pyme_01,2000-08-01,2000,8,1013221.16,431109.64,23602.96,558508.57
pyme_01,2000-09-01,2000,9,972685.91,438664.32,23763.02,510258.56
pyme_01,2000-10-01,2000,10,988891.59,438136.24,22257.51,528497.84
pyme_01,2000-11-01,2000,11,1141809.61,490653.92,23587.2,627568.5
pyme_01,2000-12-01,2000,12,1738944.09,763090.23,24946.39,950907.47
pyme_01,2001-01-01,2001,1,1043121.46,458701.41,23428.87,560991.18
pyme_01,2001-02-01,2001,2,965214.12,422971.93,22723.34,519518.85
pyme_01,2001-03-01,2001,3,922996.11,437861.23,22157.52,462977.36
pyme_01,2001-04-01,2001,4,839804.32,370570.67,21901.86,447331.8
pyme_01,2001-05-01,2001,5,937895.39,411436.85,23164.84,503293.7
pyme_01,2001-06-01,2001,6,1018523.56,413353.28,23783.24,581387.04
pyme_01,2001-07-01,2001,7,961409.54,410673.17,21546.36,529190.01
pyme_01,2001-08-01,2001,8,969776.63,425092.99,23413.41,521270.23
pyme_01,2001-09-01,2001,9,786685.49,338943.0,23733.22,424009.27
pyme_01,2001-10-01,2001,10,864793.32,404279.5,23006.15,437507.68
pyme_01,2001-11-01,2001,11,864192.31,380313.85,23593.7,460284.77
pyme_01,2001-12-01,2001,12,1160010.07,540372.37,23835.01,595802.69
pyme_01,2002-01-01,2002,1,909542.29,403924.31,23055.79,482562.19
pyme_01,2002-02-01,2002,2,809199.63,359011.54,21593.37,428594.72
pyme_01,2002-03-01,2002,3,794172.42,350571.01,21310.23,422291.18
pyme_01,2002-04-01,2002,4,805541.62,356911.4,23659.04,424971.17
pyme_01,2002-05-01,2002,5,987360.89,467475.95,22517.36,497367.58
pyme_01,2002-06-01,2002,6,925023.58,371766.11,22757.33,530500.14
pyme_01,2002-07-01,2002,7,831581.54,338898.76,22234.28,470448.5
pyme_01,2002-08-01,2002,8,1006490.74,436190.72,22289.2,548010.81
pyme_01,2002-09-01,2002,9,1044582.04,463021.71,22777.53,558782.8
pyme_01,2002-10-01,2002,10,943340.99,429438.59,22669.13,491233.27
pyme_01,2002-11-01,2002,11,965815.26,435955.47,23511.46,506348.33
pyme_01,2002-12-01,2002,12,1260740.18,549927.23,24776.6,686036.35
pyme_01,2003-01-01,2003,1,1067630.54,492242.16,23422.4,551965.98
pyme_01,2003-02-01,2003,2,928324.08,428196.91,22928.97,477198.2
pyme_01,2003-03-01,2003,3,942216.3,420477.55,24186.53,497552.23
pyme_01,2003-04-01,2003,4,918105.74,422384.85,22164.08,473556.8
pyme_01,2003-05-01,2003,5,1024419.89,458770.19,23193.55,542456.14
pyme_01,2003-06-01,2003,6,999061.68,432646.94,23912.54,542502.2
pyme_01,2003-07-01,2003,7,969875.68,441650.56,24199.19,504025.93
pyme_01,2003-08-01,2003,8,901965.82,401341.33,22301.1,478323.39
pyme_01,2003-09-01,2003,9,906724.38,401702.99,22817.89,482203.5
pyme_01,2003-10-01,2003,10,952139.48,446652.18,24278.17,481209.13
pyme_01,2003-11-01,2003,11,1023390.23,408919.2,23756.3,590714.73
pyme_01,2003-12-01,2003,12,1283982.55,536552.3,24835.21,722595.04
pyme_01,2004-01-01,2004,1,1065858.78,449758.09,23348.77,592751.92
pyme_01,2004-02-01,2004,2,983294.13,429272.59,22876.04,531145.5
pyme_01,2004-03-01,2004,3,1076973.78,472243.46,23681.38,581048.94
pyme_01,2004-04-01,2004,4,1029292.12,428486.95,23108.59,577696.59
pyme_01,2004-05-01,2004,5,1056136.1,449434.19,23581.85,583120.06
pyme_01,2004-06-01,2004,6,1006598.54,430571.13,23542.33,552485.08
pyme_01,2004-07-01,2004,7,1082219.05,526552.23,23225.73,532441.09
pyme_01,2004-08-01,2004,8,1058959.4,502931.48,24002.4,532025.52
pyme_01,2004-09-01,2004,9,998819.91,435192.41,25521.67,538105.83
pyme_01,2004-10-01,2004,10,1204428.14,525805.26,22474.11,656148.77
pyme_01,2004-11-01,2004,11,1336069.2,564674.69,24132.42,747262.1
pyme_01,2004-12-01,2004,12,1470064.18,601536.35,24466.04,844061.78
pyme_01,2005-01-01,2005,1,1088003.46,479735.21,24222.7,584045.55
pyme_01,2005-02-01,2005,2,943040.39,401094.67,23394.11,518551.61
pyme_01,2005-03-01,2005,3,1155570.83,510183.67,24163.87,621223.29
pyme_01,2005-04-01,2005,4,1115616.53,462587.04,24457.03,628572.45
pyme_01,2005-05-01,2005,5,1185894.21,509342.22,23935.57,652616.42
pyme_01,2005-06-01,2005,6,966153.27,430553.18,24403.39,511196.7
pyme_01,2005-07-01,2005,7,1070730.59,481284.94,22072.49,567373.16
pyme_01,2005-08-01,2005,8,1167370.93,525784.42,24977.51,616609.0
pyme_01,2005-09-01,2005,9,1051898.25,441380.3,23987.06,586530.88
pyme_01,2005-10-01,2005,10,1091570.11,500100.61,24639.8,566829.7
pyme_01,2005-11-01,2005,11,1116967.72,478981.43,23050.54,614935.75
pyme_01,2005-12-01,2005,12,1459898.84,663111.07,24502.36,772285.4
pyme_01,2006-01-01,2006,1,1130063.06,500408.09,24054.64,605600.33
pyme_01,2006-02-01,2006,2,1052752.63,440696.02,23503.95,588552.66
pyme_01,2006-03-01,2006,3,1105836.77,483692.74,23975.99,598168.04
pyme_01,2006-04-01,2006,4,1008355.94,453232.92,24374.76,530748.26
pyme_01,2006-05-01,2006,5,1139226.35,517054.56,22664.81,599506.98
pyme_01,2006-06-01,2006,6,1044538.37,460123.86,24492.81,559921.71
pyme_01,2006-07-01,2006,7,1093072.07,513903.59,23877.47,555291.0
pyme_01,2006-08-01,2006,8,1084684.97,499883.61,23832.45,560968.9
pyme_01,2006-09-01,2006,9,1040575.26,456245.31,22728.27,561601.68
pyme_01,2006-10-01,2006,10,1125812.89,513702.87,24311.07,587798.95
pyme_01,2006-11-01,2006,11,1081550.13,516191.29,22305.02,543053.82
pyme_01,2006-12-01,2006,12,1487250.1,710523.08,25682.52,751044.5
pyme_01,2007-01-01,2007,1,1262031.41,531621.3,22982.44,707427.67
pyme_01,2007-02-01,2007,2,1010898.95,431233.88,23642.48,556022.6
pyme_01,2007-03-01,2007,3,1126089.15,528491.38,23822.11,573775.66
pyme_01,2007-04-01,2007,4,1068153.02,453163.88,24468.26,590520.88
pyme_01,2007-05-01,2007,5,1145626.67,480667.43,23893.34,641065.9
pyme_01,2007-06-01,2007,6,1052289.37,457101.25,23468.95,571719.16
pyme_01,2007-07-01,2007,7,1183455.1,533086.51,23702.01,626666.58
pyme_01,2007-08-01,2007,8,1303285.75,574994.48,25076.9,703214.37
pyme_01,2007-09-01,2007,9,1234277.75,532559.7,24297.07,677420.97
pyme_01,2007-10-01,2007,10,1295099.4,558259.99,23864.16,712975.25
pyme_01,2007-11-01,2007,11,1398945.56,602078.38,24034.1,772833.09
pyme_01,2007-12-01,2007,12,1671951.56,714621.88,24062.73,933266.95
pyme_01,2008-01-01,2008,1,1429317.95,690980.35,24575.54,713762.06
pyme_01,2008-02-01,2008,2,1315978.04,589919.74,22673.42,703384.89
pyme_01,2008-03-01,2008,3,1308452.97,600208.7,24548.29,683695.98
pyme_01,2008-04-01,2008,4,1263249.69,548675.22,24173.62,690400.85
pyme_01,2008-05-01,2008,5,1270347.65,558581.58,25931.82,685834.25
pyme_01,2008-06-01,2008,6,1185205.55,510063.36,23339.85,651802.33
pyme_01,2008-07-01,2008,7,1198309.25,474547.55,24165.12,699596.58
pyme_01,2008-08-01,2008,8,1170551.02,489974.33,25516.76,655059.92
pyme_01,2008-09-01,2008,9,1137294.19,467335.18,24762.44,645196.58
pyme_01,2008-10-01,2008,10,1147934.49,462774.18,23635.99,661524.32
pyme_01,2008-11-01,2008,11,1344928.4,567318.95,24369.19,753240.26
pyme_01,2008-12-01,2008,12,1705817.86,795731.95,25314.39,884771.53
pyme_01,2009-01-01,2009,1,1400261.56,619217.24,24317.37,756726.94
pyme_01,2009-02-01,2009,2,1201761.26,559866.64,23117.19,618777.44
pyme_01,2009-03-01,2009,3,1197836.34,539368.31,23947.17,634520.85
pyme_01,2009-04-01,2009,4,1094675.27,500124.14,22630.23,571920.91
pyme_01,2009-05-01,2009,5,1076426.55,459675.93,24033.2,592717.41
pyme_01,2009-06-01,2009,6,1030915.56,466270.01,24243.61,540401.94
pyme_01,2009-07-01,2009,7,1223952.57,558019.23,23870.84,642062.51
pyme_01,2009-08-01,2009,8,1232209.34,533281.19,22872.47,676055.67
pyme_01,2009-09-01,2009,9,1053597.18,477193.07,24456.07,551948.04
pyme_01,2009-10-01,2009,10,1094367.9,495787.77,24256.4,574323.73
pyme_01,2009-11-01,2009,11,1148670.35,497678.31,23592.95,627399.1
pyme_01,2009-12-01,2009,12,1452816.88,614697.34,25049.85,813069.68
pyme_01,2010-01-01,2010,1,1084232.44,457567.71,22883.1,603781.63
pyme_01,2010-02-01,2010,2,1016207.2,451740.4,22812.93,541653.87
pyme_01,2010-03-01,2010,3,1193997.39,535863.02,23546.7,634587.67
pyme_01,2010-04-01,2010,4,1157083.26,496341.48,24617.87,636123.9
pyme_01,2010-05-01,2010,5,1058494.95,469414.9,23551.98,565528.06
pyme_01,2010-06-01,2010,6,1066516.01,483252.06,24391.72,558872.23
pyme_01,2010-07-01,2010,7,1147657.64,520987.49,23673.35,602996.79
pyme_01,2010-08-01,2010,8,1171813.45,551340.94,24295.95,596176.55
pyme_01,2010-09-01,2010,9,1163534.56,541777.84,23706.1,598050.61
pyme_01,2010-10-01,2010,10,1127222.38,479362.4,24679.14,623180.85
pyme_01,2010-11-01,2010,11,1121639.29,530351.62,23702.81,567584.86
pyme_01,2010-12-01,2010,12,1411972.41,612222.57,24088.78,775661.06
pyme_01,2011-01-01,2011,1,1078971.19,497964.72,23096.29,557910.18
pyme_01,2011-02-01,2011,2,1102010.9,489521.57,23137.62,589351.71
pyme_01,2011-03-01,2011,3,1215372.43,529537.15,23031.24,662804.04
pyme_01,2011-04-01,2011,4,1220442.66,501565.6,24112.38,694764.67
pyme_01,2011-05-01,2011,5,1185491.29,521571.93,23730.22,640189.14
pyme_01,2011-06-01,2011,6,1182443.86,491152.15,25719.33,665572.37
pyme_01,2011-07-01,2011,7,1224085.45,563254.94,22798.37,638032.14
pyme_01,2011-08-01,2011,8,1276637.12,599866.97,24286.8,652483.35
pyme_01,2011-09-01,2011,9,1205643.39,517078.11,23106.54,665458.73
pyme_01,2011-10-01,2011,10,1292415.0,579459.15,23790.54,689165.31
pyme_01,2011-11-01,2011,11,1264412.71,543885.62,24459.26,696067.83
pyme_01,2011-12-01,2011,12,1516489.26,654920.16,23668.79,837900.31
pyme_01,2012-01-01,2012,1,1140426.46,520863.51,24372.26,595190.69
pyme_01,2012-02-01,2012,2,1138287.3,503487.15,25291.89,609508.26
pyme_01,2012-03-01,2012,3,1280424.86,606703.18,23867.38,649854.29
pyme_01,2012-04-01,2012,4,1122106.64,487507.77,24162.82,610436.05
pyme_01,2012-05-01,2012,5,1186905.3,546820.54,25040.31,615044.45
pyme_01,2012-06-01,2012,6,1300493.35,578367.11,24109.7,698016.53
pyme_01,2012-07-01,2012,7,1201405.0,549167.15,23825.91,628411.94
pyme_01,2012-08-01,2012,8,1178487.9,512735.51,22714.31,643038.09
pyme_01,2012-09-01,2012,9,1179193.28,521350.4,24576.32,633266.56
pyme_01,2012-10-01,2012,10,1279909.13,564383.83,24300.95,691224.34
pyme_01,2012-11-01,2012,11,1351985.85,578903.85,23870.53,749211.48
pyme_01,2012-12-01,2012,12,1652206.21,751315.97,25435.37,875454.87
pyme_01,2013-01-01,2013,1,1301121.25,591392.54,23888.95,685839.76
pyme_01,2013-02-01,2013,2,1212935.94,550091.54,23474.54,639369.87
pyme_01,2013-03-01,2013,3,1344338.66,632159.17,24559.88,687619.62
pyme_01,2013-04-01,2013,4,1332326.84,624442.11,23132.87,684751.86
pyme_01,2013-05-01,2013,5,1267963.38,553286.93,25103.14,689573.31
pyme_01,2013-06-01,2013,6,1094851.93,492260.05,23218.45,579373.44
pyme_01,2013-07-01,2013,7,1324813.68,572256.65,23914.62,728642.41
pyme_01,2013-08-01,2013,8,1256536.36,557169.19,25754.01,673613.16
pyme_01,2013-09-01,2013,9,1174139.86,507668.96,24846.42,641624.49
pyme_01,2013-10-01,2013,10,1371652.54,647023.12,24381.98,700247.44
pyme_01,2013-11-01,2013,11,1161343.98,521963.26,23910.1,615470.61
pyme_01,2013-12-01,2013,12,1418018.09,622707.51,24976.94,770333.64
pyme_01,2014-01-01,2014,1,1102814.38,511875.57,24274.57,566664.23
pyme_01,2014-02-01,2014,2,950908.03,384679.65,23851.89,542376.5
pyme_01,2014-03-01,2014,3,1127569.48,459273.37,24103.75,644192.36
pyme_01,2014-04-01,2014,4,1147777.1,524654.85,24061.05,599061.19
pyme_01,2014-05-01,2014,5,1228143.72,545387.1,24202.83,658553.79
pyme_01,2014-06-01,2014,6,1139366.18,509798.87,23236.1,606331.2
pyme_01,2014-07-01,2014,7,1116983.52,468573.4,24052.16,624357.96
pyme_01,2014-08-01,2014,8,1219767.61,539858.32,25117.34,654791.96
pyme_01,2014-09-01,2014,9,1083127.02,518281.96,23124.88,541720.19
pyme_01,2014-10-01,2014,10,1304693.02,597037.62,24284.93,683370.47
pyme_01,2014-11-01,2014,11,1374250.92,612929.71,24120.14,737201.06
pyme_01,2014-12-01,2014,12,1691871.09,736340.78,25613.59,929916.73
pyme_01,2015-01-01,2015,1,1336741.09,582833.75,24189.54,729717.79
pyme_01,2015-02-01,2015,2,1218859.53,493971.1,25098.8,699789.63
pyme_01,2015-03-01,2015,3,1340895.6,600142.29,24786.91,715966.4
pyme_01,2015-04-01,2015,4,1330538.84,609366.67,23298.59,697873.57
pyme_01,2015-05-01,2015,5,1310510.25,543970.1,25029.88,741510.27
pyme_01,2015-06-01,2015,6,1273684.93,549317.95,23982.85,700384.13
pyme_01,2015-07-01,2015,7,1433091.54,605470.31,24267.89,803353.34
pyme_01,2015-08-01,2015,8,1332673.05,567581.05,24941.98,740150.02
pyme_01,2015-09-01,2015,9,1275874.17,566425.01,24040.33,685408.83
pyme_01,2015-10-01,2015,10,1374282.36,558050.69,25342.79,790888.87
pyme_01,2015-11-01,2015,11,1400323.7,635589.8,24362.17,740371.73
pyme_01,2015-12-01,2015,12,1735975.65,792231.97,25302.28,918441.4
pyme_01,2016-01-01,2016,1,1231081.26,539894.7,24195.0,666991.56
pyme_01,2016-02-01,2016,2,1120958.05,447312.02,23947.21,649698.82
