customer_id,date,day_of_week,day_of_month,month,week_of_year,is_weekend,is_holiday,total_deposits,n_deposits,total_purchases,n_purchases,bills_amount,bills_due,net_flow_lag_1,net_flow_lag_7,net_flow_lag_30,net_flow_ma_7,net_flow_ma_30,deposits_lag_1,purchases_lag_1,bills_lag_1,net_flow,running_balance
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-09-27,1,27,9,39,0,0,5749,1,0,0,0,0,6007,5701.49,,6401.07,,6007,0,0,5749,105027.73
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-09-28,2,28,9,39,0,0,5617,1,6952,1,0,0,5749,8184,,6407.86,,5749,0,0,-1335,103692.73
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-09-29,3,29,9,39,0,0,8854,1,0,0,0,0,-1335,5570,,5048,,5617,6952,0,8854,112546.73
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-09-30,4,30,9,39,0,0,4446,1,0,0,6509.4,1,8854,2846,,5517.14,,8854,0,0,-2063.4,110483.33
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-01,5,1,10,39,0,0,11064,1,4269,1,5970.54,1,-2063.4,13310,,4815.8,,4446,0,6509.4,824.46,111307.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-02,6,2,10,39,1,0,13481,1,0,0,0,0,824.46,3189,,3032.15,,11064,4269,5970.54,13481,124788.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-03,0,3,10,39,1,0,4890,1,4211,1,0,0,13481,6007,,4502.44,,13481,0,0,679,125467.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-04,1,4,10,40,0,0,5478,1,0,0,0,0,679,5749,,3741.29,,4890,4211,0,5478,130945.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-05,2,5,10,40,0,0,7102,1,0,0,0,0,5478,-1335,,3702.58,,5478,0,0,7102,138047.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-06,3,6,10,40,0,0,6375,1,3914,1,0,0,7102,8854,,4907.87,,7102,0,0,2461,140508.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-07,4,7,10,40,0,0,7622,1,0,0,0,0,2461,-2063.4,,3994.58,,6375,3914,0,7622,148130.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-08,5,8,10,40,0,0,7576,1,6352,1,0,0,7622,824.46,,5378.21,,7622,0,0,1224,149354.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-09,6,9,10,40,1,0,8534,1,0,0,0,0,1224,13481,,5435.29,,7576,6352,0,8534,157888.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-10,0,10,10,40,1,0,6647,1,0,0,0,0,8534,679,,4728.57,,8534,0,0,6647,164535.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-11,1,11,10,41,0,0,4600,1,5240,1,0,0,6647,5478,,5581.14,,6647,0,0,-640,163895.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-12,2,12,10,41,0,0,7873,1,0,0,0,0,-640,7102,,4707.14,,4600,5240,0,7873,171768.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-13,3,13,10,41,0,0,6941,1,0,0,0,0,7873,2461,6445,4817.29,5225.63,7873,0,0,6941,178709.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-14,4,14,10,41,0,0,9668,1,0,0,0,0,6941,7622,5777,5457.29,5242.16,6941,0,0,9668,188377.79
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-15,5,15,10,41,0,0,11436,1,0,0,4898.52,1,9668,1224,-2834.76,5749.57,5371.86,9668,0,0,6537.48,194915.27
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-16,6,16,10,41,1,0,8627,1,0,0,0,0,6537.48,8534,6734,6508.64,5684.27,11436,0,4898.52,8627,203542.27
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-17,0,17,10,41,1,0,5213,1,3672,1,0,0,8627,6647,9996,6521.93,5747.37,8627,0,0,1541,205083.27
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-18,1,18,10,42,0,0,5759,1,0,0,0,0,1541,-640,6806,5792.5,5465.53,5213,3672,0,5759,210842.27
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-19,2,19,10,42,0,0,9001,1,7449,1,0,0,5759,7873,6548,6706.64,5430.63,5759,0,0,1552,212394.27
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-20,3,20,10,42,0,0,4893,1,0,0,1200.39,1,1552,6941,5701.49,5803.64,5264.1,9001,7449,0,3692.61,216086.88
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-21,4,21,10,42,0,0,4590,1,0,0,0,0,3692.61,9668,8184,5339.58,5197.14,4893,0,1200.39,4590,220676.88
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-22,5,22,10,42,0,0,11026,1,0,0,0,0,4590,6537.48,5570,4614.16,5077.34,4590,0,0,11026,231702.88
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-23,6,23,10,42,1,0,8255,1,0,0,0,0,11026,8627,2846,5255.37,5259.2,11026,0,0,8255,239957.88
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-24,0,24,10,42,1,0,5514,1,0,0,0,0,8255,1541,13310,5202.23,5439.5,8255,0,0,5514,245471.88
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-25,1,25,10,43,0,0,4345,1,3688,1,0,0,5514,5759,3189,5769.8,5179.64,5514,0,0,657,246128.88
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-26,2,26,10,43,0,0,5380,1,0,0,0,0,657,1552,6007,5040.94,5095.24,4345,3688,0,5380,251508.88
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-27,3,27,10,43,0,0,7432,1,0,0,0,0,5380,3692.61,5749,5587.8,5074.34,5380,0,0,7432,258940.88
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-28,4,28,10,43,0,0,5001,1,0,0,0,0,7432,4590,-1335,6122,5130.44,7432,0,0,5001,263941.88
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-29,5,29,10,43,0,0,8052,1,0,0,0,0,5001,11026,8854,6180.71,5341.64,5001,0,0,8052,271993.88
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-30,6,30,10,43,1,0,10612,1,3643,1,0,0,8052,8255,-2063.4,5755.86,5314.91,8052,0,0,6969,278962.88
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-10-31,0,31,10,43,1,0,6626,1,0,0,5546.93,1,6969,5514,824.46,5572.14,5615.99,10612,3643,0,1079.07,280041.95
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-01,1,1,11,44,0,0,5470,1,0,0,5890.29,1,1079.07,657,13481,4938.58,5624.47,6626,0,5546.93,-420.29,279621.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-02,2,2,11,44,0,1,9043,1,4575,1,0,0,-420.29,5380,679,4784.68,5161.1,5470,0,5890.29,4468,284089.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-03,3,3,11,44,0,0,3552,1,0,0,0,0,4468,7432,5478,4654.4,5287.4,9043,4575,0,3552,287641.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-04,4,4,11,44,0,0,7130,1,5675,1,0,0,3552,5001,7102,4100.11,5223.2,3552,0,0,1455,289096.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-05,5,5,11,44,0,0,10653,1,0,0,0,0,1455,8052,2461,3593.54,5034.96,7130,5675,0,10653,299749.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-06,6,6,11,44,1,0,8130,1,0,0,0,0,10653,6969,7622,3965.11,5308.03,10653,0,0,8130,307879.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-07,0,7,11,44,1,0,6034,1,3692,1,0,0,8130,1079.07,1224,4130.97,5324.96,8130,0,0,2342,310221.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-08,1,8,11,45,0,0,7579,1,0,0,0,0,2342,-420.29,8534,4311.39,5362.23,6034,3692,0,7579,317800.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-09,2,9,11,45,0,0,3247,1,4652,1,0,0,7579,4468,6647,5454.14,5330.4,7579,0,0,-1405,316395.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-10,3,10,11,45,0,0,9445,1,0,0,0,0,-1405,3552,-640,4615.14,5062,3247,4652,0,9445,325840.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-11,4,11,11,45,0,0,4217,1,0,0,0,0,9445,1455,7873,5457,5398.16,9445,0,0,4217,330057.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-12,5,12,11,45,0,0,7901,1,0,0,0,0,4217,10653,6941,5851.57,5276.3,4217,0,0,7901,337958.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-13,6,13,11,45,1,0,10403,1,6177,1,0,0,7901,8130,9668,5458.43,5308.3,7901,0,0,4226,342184.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-14,0,14,11,45,1,0,6284,1,0,0,0,0,4226,2342,6537.48,4900.71,5126.9,10403,6177,0,6284,348468.66
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-15,1,15,11,46,0,0,4931,1,0,0,4549.95,1,6284,7579,8627,5463.86,5118.45,6284,0,0,381.05,348849.71
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-16,2,16,11,46,0,0,6892,1,0,0,0,0,381.05,-1405,1541,4435.58,4843.58,4931,0,4549.95,6892,355741.71
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-17,3,17,11,46,0,0,3560,1,7342,1,0,0,6892,9445,5759,5620.86,5021.95,6892,0,0,-3782,351959.71
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-18,4,18,11,46,0,0,9448,1,0,0,0,0,-3782,4217,1552,3731.29,4703.91,3560,7342,0,9448,361407.71
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-19,5,19,11,46,0,0,9503,1,0,0,0,0,9448,7901,3692.61,4478.58,4967.11,9448,0,0,9503,370910.71
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-20,6,20,11,46,1,1,7826,1,0,0,853.16,1,9503,4226,4590,4707.44,5160.79,9503,0,0,6972.84,377883.55
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-21,0,21,11,46,1,0,2627,1,6153,1,0,0,6972.84,6284,11026,5099.84,5240.22,7826,0,853.16,-3526,374357.55
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-22,1,22,11,47,0,0,4102,1,0,0,0,0,-3526,381.05,8255,3698.41,4755.16,2627,6153,0,4102,378459.55
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-23,2,23,11,47,0,0,7796,1,0,0,0,0,4102,6892,5514,4229.98,4616.72,4102,0,0,7796,386255.55
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-24,3,24,11,47,0,0,5755,1,7540,1,0,0,7796,-3782,657,4359.12,4692.79,7796,0,0,-1785,384470.55
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-25,4,25,11,47,0,0,7410,1,0,0,0,0,-1785,9448,5380,4644.41,4611.39,5755,7540,0,7410,391880.55
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-26,5,26,11,47,0,0,8171,1,7505,1,0,0,7410,9503,7432,4353.26,4679.06,7410,0,0,666,392546.55
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-27,6,27,11,47,1,0,7704,1,0,0,0,0,666,6972.84,5001,3090.83,4453.52,8171,7505,0,7704,400250.55
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-28,0,28,11,47,1,0,5444,1,5927,1,0,0,7704,-3526,8052,3195.29,4543.62,7704,0,0,-483,399767.55
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-29,1,29,11,48,0,0,4446,1,0,0,0,0,-483,4102,6969,3630,4259.12,5444,5927,0,4446,404213.55
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-11-30,2,30,11,48,0,0,5313,1,4812,1,5281.4,1,4446,7796,1079.07,3679.14,4175.02,4446,0,0,-4780.4,399433.15
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-01,3,1,12,48,0,0,9935,1,0,0,5939.07,1,-4780.4,-1785,-420.29,1882.51,3979.71,5313,4812,5281.4,3995.93,403429.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-02,4,2,12,48,0,0,9011,1,7615,1,0,0,3995.93,7410,4468,2708.36,4126.91,9935,0,5939.07,1396,404825.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-03,5,3,12,48,0,0,4802,1,0,0,0,0,1396,666,3552,1849.22,4024.51,9011,7615,0,4802,409627.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-04,6,4,12,48,1,0,11863,1,5055,1,0,0,4802,7704,1455,2440.08,4066.18,4802,0,0,6808,416435.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-05,0,5,12,48,1,0,7524,1,0,0,0,0,6808,-483,10653,2312.08,4244.61,11863,5055,0,7524,423959.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-06,1,6,12,49,0,0,4803,1,7268,1,0,0,7524,4446,8130,3455.93,4140.31,7524,0,0,-2465,421494.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-07,2,7,12,49,0,0,4870,1,0,0,0,0,-2465,-4780.4,2342,2468.65,3787.15,4803,7268,0,4870,426364.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-08,3,8,12,49,0,0,6768,1,7283,1,0,0,4870,3995.93,7579,3847.28,3871.41,4870,0,0,-515,425849.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-09,4,9,12,49,0,0,8977,1,0,0,0,0,-515,1396,-1405,3202.86,3601.61,6768,7283,0,8977,434826.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-10,5,10,12,49,0,0,5170,1,0,0,0,0,8977,4802,9445,4285.86,3947.68,8977,0,0,5170,439996.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-11,6,11,12,49,1,0,8672,1,3740,1,0,0,5170,6808,4217,4338.43,3805.18,5170,0,0,4932,444928.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-12,0,12,12,49,1,0,7776,1,0,0,0,0,4932,7524,7901,4070.43,3829.01,8672,3740,0,7776,452704.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-13,1,13,12,50,0,0,3814,1,5081,1,0,0,7776,-2465,4226,4106.43,3824.85,7776,0,0,-1267,451437.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-14,2,14,12,50,0,0,7217,1,0,0,0,0,-1267,4870,6284,4277.57,3641.75,3814,5081,0,7217,458654.08
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-15,3,15,12,50,0,0,5429,1,0,0,4464.54,1,7217,-515,381.05,4612.86,3672.85,7217,0,0,964.46,459618.54
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-16,4,16,12,50,0,0,7175,1,4520,1,0,0,964.46,8977,6892,4824.21,3692.29,5429,0,4464.54,2655,462273.54
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-17,5,17,12,50,0,0,6145,1,0,0,0,0,2655,5170,-3782,3921.07,3551.06,7175,4520,0,6145,468418.54
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-18,6,18,12,50,1,0,4884,1,0,0,0,0,6145,4932,9448,4060.35,3881.96,6145,0,0,4884,473302.54
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-19,0,19,12,50,1,0,2665,1,0,0,0,0,4884,7776,9503,4053.49,3729.83,4884,0,0,2665,475967.54
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-20,1,20,12,51,0,0,7401,1,5942,1,1158.04,1,2665,-1267,6972.84,3323.35,3501.89,2665,0,0,300.96,476268.5
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-21,2,21,12,51,0,0,7553,1,0,0,0,0,300.96,7217,-3526,3547.35,3279.5,7401,5942,1158.04,7553,483821.5
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-22,3,22,12,51,0,0,5725,1,4368,1,0,0,7553,964.46,4102,3595.35,3648.8,7553,0,0,1357,485178.5
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-23,4,23,12,51,0,0,7604,1,0,0,0,0,1357,2655,7796,3651.42,3557.3,5725,4368,0,7604,492782.5
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-24,5,24,12,51,0,0,13242,1,7306,1,0,0,7604,6145,-1785,4358.42,3550.9,7604,0,0,5936,498718.5
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-25,6,25,12,51,1,1,1958,1,0,0,0,0,5936,4884,7410,4328.57,3808.27,13242,7306,0,1958,500676.5
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-26,0,26,12,51,1,0,3625,1,0,0,0,0,1958,2665,666,3910.57,3626.53,1958,0,0,3625,504301.5
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-27,1,27,12,52,0,0,2952,1,4268,1,0,0,3625,300.96,7704,4047.71,3725.17,3625,0,0,-1316,502985.5
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-28,2,28,12,52,0,0,3955,1,0,0,0,0,-1316,7553,-483,3816.71,3424.5,2952,4268,0,3955,506940.5
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-29,3,29,12,52,0,0,5753,1,0,0,0,0,3955,1357,4446,3302.71,3572.43,3955,0,0,5753,512693.5
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-30,4,30,12,52,0,0,9623,1,6258,1,0,0,5753,7604,-4780.4,3930.71,3616,5753,0,0,3365,516058.5
353b01bd-099b-4732-b5dd-bced6c71fc8a,2021-12-31,5,31,12,52,0,0,8605,1,0,0,5403.31,1,3365,5936,3995.93,3325.14,3887.51,9623,6258,0,3201.69,519260.19
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-01,6,1,1,52,1,1,1545,1,5986,1,6040.54,1,3201.69,1958,1396,2934.53,3861.04,8605,0,5403.31,-10481.54,508778.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-02,0,2,1,52,1,0,4344,1,0,0,0,0,-10481.54,3625,4802,1157.45,3465.12,1545,5986,6040.54,4344,513122.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-03,1,3,1,1,0,0,5923,1,7913,1,0,0,4344,-1316,6808,1260.16,3449.85,4344,0,0,-1990,511132.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-04,2,4,1,1,0,0,7144,1,0,0,0,0,-1990,3955,7524,1163.88,3156.59,5923,7913,0,7144,518276.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-05,3,5,1,1,0,0,4818,1,6282,1,0,0,7144,5753,-2465,1619.45,3143.92,7144,0,0,-1464,516812.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-06,4,6,1,1,0,0,10093,1,0,0,0,0,-1464,3365,4870,588.45,3177.29,4818,6282,0,10093,526905.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-07,5,7,1,1,0,0,5395,1,6447,1,0,0,10093,3201.69,-515,1549.59,3351.39,10093,0,0,-1052,525853.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-08,6,8,1,1,1,0,9471,1,0,0,0,0,-1052,-10481.54,8977,941.92,3333.49,5395,6447,0,9471,535324.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-09,0,9,1,1,1,0,2949,1,0,0,0,0,9471,4344,5170,3792.29,3349.95,9471,0,0,2949,538273.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-10,1,10,1,2,0,0,7433,1,6775,1,0,0,2949,-1990,4932,3593,3275.92,2949,0,0,658,538931.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-11,2,11,1,2,0,0,6311,1,0,0,0,0,658,7144,7776,3971.29,3133.45,7433,6775,0,6311,545242.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-12,3,12,1,2,0,0,3557,1,5002,1,0,0,6311,-1464,-1267,3852.29,3084.62,6311,0,0,-1445,543797.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-13,4,13,1,2,0,0,7625,1,0,0,0,0,-1445,10093,7217,3855,3078.69,3557,5002,0,7625,551422.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-14,5,14,1,2,0,0,9689,1,6457,1,0,0,7625,-1052,964.46,3502.43,3092.29,7625,0,0,3232,554654.65
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-15,6,15,1,2,1,0,7616,1,0,0,4397.19,1,3232,9471,2655,4114.43,3167.87,9689,6457,0,3218.81,557873.46
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-16,0,16,1,2,1,0,6038,1,0,0,0,0,3218.81,2949,6145,3221.26,3186.66,7616,0,4397.19,6038,563911.46
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-17,1,17,1,3,0,0,6813,1,0,0,0,0,6038,658,4884,3662.54,3183.1,6038,0,0,6813,570724.46
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-18,2,18,1,3,0,0,7231,1,6443,1,0,0,6813,6311,2665,4541.83,3247.4,6813,0,0,788,571512.46
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-19,3,19,1,3,0,0,7497,1,0,0,0,0,788,-1445,300.96,3752.83,3184.83,7231,6443,0,7497,579009.46
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-20,4,20,1,3,0,0,4784,1,5078,1,808.15,1,7497,7625,7553,5030.26,3424.7,7497,0,0,-1102.15,577907.31
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-21,5,21,1,3,0,0,11583,1,0,0,0,0,-1102.15,3232,1357,3783.52,3136.19,4784,5078,808.15,11583,589490.31
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-22,6,22,1,3,1,0,8755,1,0,0,0,0,11583,3218.81,7604,4976.52,3477.06,11583,0,0,8755,598245.31
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-23,0,23,1,3,1,0,7541,1,0,0,0,0,8755,6038,5936,5767.41,3515.43,8755,0,0,7541,605786.31
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-24,1,24,1,4,0,0,4786,1,7265,1,0,0,7541,6813,1958,5982.12,3568.93,7541,0,0,-2479,603307.31
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-25,2,25,1,4,0,0,5948,1,0,0,0,0,-2479,788,3625,4654.69,3421.03,4786,7265,0,5948,609255.31
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-26,3,26,1,4,0,0,8118,1,3709,1,0,0,5948,7497,-1316,5391.84,3498.46,5948,0,0,4409,613664.31
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-27,4,27,1,4,0,0,6414,1,0,0,0,0,4409,-1102.15,3955,4950.69,3689.29,8118,3709,0,6414,620078.31
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-28,5,28,1,4,0,0,10701,1,7616,1,0,0,6414,11583,5753,6024.43,3771.26,6414,0,0,3085,623163.31
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-29,6,29,1,4,1,0,10109,1,0,0,0,0,3085,8755,3365,4810.43,3682.33,10701,7616,0,10109,633272.31
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-30,0,30,1,4,1,0,5126,1,5325,1,0,0,10109,7541,3201.69,5003.86,3907.13,10109,0,0,-199,633073.31
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-01-31,1,31,1,5,0,0,4340,1,0,0,6181.53,1,-199,-2479,-10481.54,3898.14,3793.77,5126,5325,0,-1841.53,631231.78
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-02-01,2,1,2,5,0,0,3974,1,4742,1,5839.6,1,-1841.53,5948,4344,3989.21,4081.77,4340,0,6181.53,-6607.6,624624.18
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-02-02,3,2,2,5,0,0,6151,1,0,0,0,0,-6607.6,4409,-1990,2195.55,3716.72,3974,4742,5839.6,6151,630775.18
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-02-03,4,3,2,5,0,0,9325,1,4839,1,0,0,6151,6414,7144,2444.41,3988.08,6151,0,0,4486,635261.18
353b01bd-099b-4732-b5dd-bced6c71fc8a,2022-02-04,5,4,2,5,0,0,6014,1,0,0,0,0,4486,3085,-1464,2168.98,3899.48,9325,4839,0,6014,641275.18
